Id,Sentiment,Pasangan Calon,Text Tweet
368,negative,Ahok-Djarot,"Para pendukung yang menang pada stres ni ya melihat Kembang ke AhokDjarot, Hati Rakyat tidak bisa dibohongi MENANGLAH KARENA MENANG."
369,negative,Ahok-Djarot,"Mungkin seperti ini ya rasanya dipaksa putus,lantas dikawin paksa sama bandot bini 5.susah move on-nyah. #pilkadajakarta #AhokDjarot"
370,negative,Ahok-Djarot,"kira kira kalau karangan bunga ahok-djarot nyasar ke rumah anis, orang orang bakal ngomong apa ya? #AhokDjarot #orangkokbisanyinyirbgt	"
371,negative,Ahok-Djarot,Tidak masuk MURI? Mungkin bisa diusulkan masuk @gwr #AhokDjarot #badja #indonesiahebat
372,negative,Ahok-Djarot,Wah galon #AdaAQUA nya banyak pak.. Saingan ni ye sama bunganya pak #AhokDjarot
373,negative,Ahok-Djarot,dalam catatan sejarah dunia baru cuma #AhokDjarot yang kalah kebanjiran bunga #AhokRekorMuri
374,negative,Ahok-Djarot,"Hati hati komentar tentang #AhokDjarot #kalahpilkada, ujung2nya anda dituduh NYINYIR"
375,negative,Ahok-Djarot,Tukang karangan bunga yang tidak pilih ahok apa masih terima orderan masa mau buatin bunga buat orang kapir #karanganbungaahok #AhokDjarot
376,negative,Ahok-Djarot,Jakarta tanpa pak ahok @basuki_btp bagaikan bis tanpa om telolet om...#GombalinAhok #AhokDjarot #AhokForNobel
377,negative,Ahok-Djarot,Yang dilantik Oktober nanti bisa kayak gini gak #AhokDjarot #AhokMandiKembang
378,negative,Ahok-Djarot,Yang menang pilkada itu #AniesSandi yg kebanjiran ucapan selamat dan karangan bunga #AhokDjarot - fenomena alam
379,negative,Ahok-Djarot,Kiriman bunga ke #AhokDjarot 2.600 mereka masih nyinyir.... kalau sudah 7 juta mereka pasti pingsan semua
380,negative,Ahok-Djarot,#KaranganBungaAhok biarlah mereka menghibur diri...wkkwwkkwk. #AhokDjarot #ahokbali1
381,negative,Ahok-Djarot,Banyak yang mulai SAKIT JIWA karena warga lebih cinta #AhokDjarot. #karanganbungaahok #GombalinAhok Kamis  #LawanSekulerRadikal
382,negative,Ahok-Djarot,#AhokDjarot kalahpun masih juga jadi sasaran kreator hoax
383,negative,Ahok-Djarot,"Daripada kirim karangan bunga, mending bikin acara bagi bagi sembako #AhokDjarot #kalahpilkada"
384,negative,Ahok-Djarot,Ahok bukan penista agama tapi dinistakan oleh orang yang mengaku beragama #AhokDjarot
385,negative,Ahok-Djarot,Yang di dalam balaikota Seperti di Dalam museum di Paris yang mau moto lukisan monalisa... #ahokdjarot #AhokDicintaiRakyat #savejakarta
386,negative,Ahok-Djarot,"Menit ke 1:51 sedih banget huhuhu... IBU itu sama bapaknya nangis, #AhokDjarot #savejakarta"
387,negative,Ahok-Djarot,Haha.. Kayaknya sebentar lagi ada banyak bunga tandingan nih #AhokDjarot
388,negative,Ahok-Djarot,"saran aja pak, biarkan kalo masih ada aja yang ngiri, bapak nganan aja Takut bikin macet kalo bapak ikutan ngiri #AhokDjarot"
389,negative,Ahok-Djarot,"Stress, guberner yang didukung tidak diharapkan sama warga Jakarta... #AhokDjarot #savejakarta"
390,negative,Ahok-Djarot,"Gak murah nih ! , jika Ahok bukan Gubenur kesayangan warga Jakarta, emang siapa mau buang2 duit untuk beginian? #AhokDjarot"
391,negative,Ahok-Djarot,"Ya ampun Pak, rasanya kok sesek yah dada ini ngelawan bangsa sendiri..... Apalagi masalahnya issue sara... #AhokDjarot tak terganti"
392,negative,Ahok-Djarot,"Karangan bunga yang dikarang-karang untuk #AhokDjarot, sungguh kegilaan pasca kegilaan tuntutan JPU kasus #AhokPenistaAgama"
393,negative,Ahok-Djarot,Apakah KAFIR itu TIDAK Berlaku lagi JIKA .....???? #ask #AhokDjarot #aniessandimenang
394,negative,Ahok-Djarot,"Untuk pembenci pak basuki >""Benci boleh, goblok jangan""< #AhokDjarot #badja"
395,negative,Ahok-Djarot,Pengamat: Cara yang Digunakan untuk Jungkalkan Ahok-Djarot Mirip Strategi ISIS http://bit.ly/2qd9w4e  #AhokDjarot
396,negative,Ahok-Djarot,"yang simpatik aja segini, yang ga simpatik seberapa yak #ahok4RI #ahokdjarot"
397,negative,Ahok-Djarot,"Lambang matinya akal waras di Indonesia, ketika fitnah mengendalikan kita #Ahok #ahoktumbang #pilkadajakarta #AhokDjarot"
398,negative,Ahok-Djarot,#AhokDjarot membuktikan bahwa tak selamanya mantan itu digantikan dengan yang lebih baik #mantanterindah #akakakakakk #maapnyampah
399,negative,Ahok-Djarot,Kajian ini gue liat pake perspektif netral loh ya. Coba lah kalo ngomong dipikir #AhokDjarot
400,negative,Ahok-Djarot,Sederhana aja kan? Ya orang yang mempertanyakan soal susah move on berarti cuma yang sok skeptis dan tim kontra Ahok #AhokDjarot
401,negative,Ahok-Djarot,"#DebatFinalPilkadaJKT #AhokDjarot #jakartakerja Debat kok beretorika, program kok berwacana... Yang adil tidak korupsi sajalah"
402,negative,Ahok-Djarot,"Ancam Polisikan, Sutradara Video Rasis Kampanye Ahok-Djarot Minta Bayaran Sesuai Kontrak https://goo.gl/lwg3Ai  #News #AhokDjarot"
403,negative,Ahok-Djarot,"Di penutup, Paslon mengucapkan permintaan maaf. #AhokDjarot Melakukannya dengan baik. #AniesSandi kok minta maafnya gitu..?"
404,negative,Ahok-Djarot,Saya mau protes kenapa ada iklan yang macet-macet saat streaming #AhokDjarot #Badja https://www.instagram.com/p/BSyhNL4Fph5/
405,negative,Ahok-Djarot,Menata jakarta bukan menata Kata-kata! #debatpilkadaDKI #gw2
406,negative,Ahok-Djarot,#pilkadadki2017 pilkada dki 2017 itu sangat rasis dan agamis. Buktinya ras china pilih ahok 100% dan pemeluk kristen pilih ahok 100%
407,negative,Ahok-Djarot,"Lholho ini kenapa pendukung ahok, DP 0% teruntuk kaum dhuafa, situ kan uangnya sudah banyak. <Bomb>  #DP0% #AhokKeok #PilkadaDKI #pilkadadki201"
408,negative,Ahok-Djarot,"dulu #Jakarta tidak pernah terpecah belah, tapi sejak ada orang asing #jakarta terpecah <Broken Heart>  #AkuCoblosAniesSandi #pilkadadki2017 #PilkadaDK"
409,negative,Ahok-Djarot,Ha-ha-ha. sUdah tidak adil nih bangsa. Kalian masih mau milih no 2? Cina? Hah? <Speak-No-Evil> #AkuCoblosAniesSandi #PilkadaDKI #pilkadadki2017
410,negative,Ahok-Djarot,Tidak akan diberi petunjuk orang-orang zalim. Tetap HARAM pemimpin kafir.  <Fire> <Fire> #PilkadaDKI #pilkadadki2017 #IslamRahmatanLilAlamin 
411,negative,Ahok-Djarot,Jangan sampai allah mengAzab kalian wahai orang2 muslim yang memilih pemimpin kafir <High Voltage> <High Voltage> #pilkadadki2017 #PilkadaDKI
412,negative,Ahok-Djarot,Saya tidak bisa move on sampai sekarang lihatin Ahok + Djarot kalah <Slightly Frowning Face>
413,negative,Ahok-Djarot,Masih baper tentang Ahok-Djarot <Disappointed Face>
414,negative,Ahok-Djarot,"Bukan untuk memenangkan Anies-Sandi, tetapi untuk mengalahkan Ahok-Djarot. Tarik kesimpulannya sendiri yep"
415,negative,Ahok-Djarot,"Sembako Murah Ala Timses Ahok-Djarot Langgar UU Pemilu http://m.viva.co.id  Suap suara model begini, menghina kecerdasan warga.."
416,negative,Ahok-Djarot,Kok rasa2nya Ahok-Djarot bakal kalah ya.. Gerakan dan tindakan paslon 3 gencar dan mengerikan. <Face Screaming in Fear> <Face Screaming in Fear>
417,negative,Ahok-Djarot,Itu yang ngomong jangan pilih Ahok Djarot pernah merasakan banjir tidak sih? <Pouting Face>
418,negative,Ahok-Djarot,Dulu mereka bilang #AHY cagub #FPI sekarang #Anies cagub #FPI. Intinya #Ahoker buta peta politik <Zipper-Mouth Face>
419,negative,Ahok-Djarot,tolong bapak gubernur knp sampai saat kjp anak saya tidak turun juga sudah hampir 4 bulan menjelang pilkada Dki sampai sekarang <Confused Face>
420,negative,Ahok-Djarot,KAFIR Tetap HARAM pemimpin kafir. #PilkadaDKI #pilkadadki2017 #IslamRahmatanLilAlamin  <Fire> <Fire>  <Fire> <Fire>
421,negative,Ahok-Djarot,#Djarot Beberkan Kronologi Pengusiran Dirinya Setelah Sholat Jumat http://bit.ly/2pgp5M1  #AhokDjarot #PilkadaDki2017
422,negative,Ahok-Djarot,Awas serbuan warga wahabi dari bogor dan depok #JakartaberAswaja #SJPKB #pilgubDKI #JakartaPunyaSemua @kpudki https://news.detik.com
423,negative,Ahok-Djarot,"Dipecat jadi menteri ,, gimana mau jadi gubernur? #no2 #pilihAhok #AhokDjarotDiRosi #Ahok #AhokDjarot #jangansalahpilih"
424,negative,Ahok-Djarot,Kuota @aagym lagi habis makanya tidak mengikuti berita @Warta_MUI @mata #indonesia #pilkadaDKI #AniesSandi #voteahok #ahokdjarot
425,negative,Ahok-Djarot,@bank_dki ikut2an #moneypolitic untuk kemenangan #ahokdjarot ??  <See-No-Evil Monkey>  @ojkindonesia
426,negative,Ahok-Djarot,Kalo bete ama M Taufik boleh pilih #AhokDjarot nggak kak? Soooo PASTIIII !!! <Face With Steam From Nose> <Face With Steam From Nose> <FACE WITH TEARS OF JOY> <Smiling Face With Open Mouth & Smiling Eyes> <FACE WITH TEARS OF JOY> <grining face with smile eye> <Victory Hand> #JanganTakutPilih2 #PilihBaDja
427,negative,Ahok-Djarot,#AhokDjarot anti korup..kinerja kerja nyata.. Kebersihan Tata ruang kota.. Jakarta..makin baik?  <Weary Face>  <Weary Face>
428,negative,Ahok-Djarot,"Diberbagai survei, debat dimenangkan paslon no 3 nih. #Aniesbaswedan #AhokDjarot"
429,negative,Ahok-Djarot,Memilih paslon no 3 yang pernah gagal menjalankan tugas sebelumnya adalah melecehkan akal sehat. #AhokDjarot
430,negative,Ahok-Djarot,"mendadak santun & toleran gini <Zipper-Mouth Face> <Zipper-Mouth Face> <Zipper-Mouth Face> ....bukan gara"" deket tgl 19 April kan ? <FACE WITH TEARS OF JOY> <FACE WITH TEARS OF JOY> <FACE WITH TEARS OF JOY> #indonesia @Metro_TV #voteahok #ahokdjarot #ahok"
431,negative,Ahok-Djarot,@aniesbaswedan kemarin bilang tidak setuju syariah . lah ini apa ?? #indonesia #badja @nu_online #ahokdjarot #pilkadaDKI @MataNajwa
432,negative,Ahok-Djarot,#TolakJakartaBersyariah #TolakJakartaBersyariah #TolakJakartaBersyariah #TolakJakartaBersyariah @LintangChrezL @Hit_DX @ChajanJr @arifinp76
433,negative,Ahok-Djarot,"apa yang kamu mau perangi kalau faktanya benar, yang ada pengikutmu cuma bisa caci maki saja #indonesia #bubarkanFPI #badja #ahokdjarot #mat"
434,negative,Ahok-Djarot,Rizieq minta pengikutnya untuk TERNAK AKUN disosmed. jadi jangan heran kalau akun twitter tiba2 diserbu PASUKAN CACI MAKI  <grining face with smile eye> <Face Screaming in Fear> <Face Screaming in Fear>
435,negative,Ahok-Djarot,Wasekjen MUI Nilai Video Kampanye Ahok-Djarot Suduntukan Umat Islam https://goo.gl/vrIZIy  #News #AhokDjarot
436,negative,Ahok-Djarot,"Kasih Iming-iming KJL kepada Orangtua, Ahok-Djarot Diminta Jangan Menipu Lansia https://goo.gl/L2e0Wn  #News #AhokDjarot"
437,negative,Ahok-Djarot,Tidak usah mikir coblos sebelah kiri #ahokdjarot <FACE WITH STUCK-OUT TOUNGES> <FACE WITH STUCK-OUT TOUNGES> <Victory Hand>
438,negative,Ahok-Djarot,Video Kampanye Ahok-Djarot Telah Hancurkan Kebhinekaan https://goo.gl/ZrUI0G  #News #AhokDjarot
439,negative,Ahok-Djarot,SAAT ALIEN MENYERANG INDONESIA http://www.triandry.com #pertempuranakhirjawarajkt #deklarasippp #rompiskasmaran #ahokdjarot #aniessandi
440,negative,Ahok-Djarot,Lulung nyampah jadi timses anies sandi gara gara takut kena semprot ahok <FACE WITH TEARS OF JOY> #AhokDjarot <FACE WITH STUCK-OUT TOUNGES>
441,negative,Ahok-Djarot,@KataAhok #ahok #Ahokdjarot @AhokDjarot  @TetapAhokDjarot  #3ya3 memang pilpres sabang sampai merauke? https://youtu.be lewat @YouTube
442,negative,Ahok-Djarot,"Mentang mentang nama belakangnya sama, mau ambil keuntungan saja. Yang Novel iya yang Anies gak #AhokDjarot #pilgubDKI"
443,negative,Ahok-Djarot,#AhokDjarot mencari orang pintar buanyak di Jakarta. Mencari orang yang jujur anti korupsi suka bekerja keras...itu yang sulit.
444,negative,Ahok-Djarot,"Kampanyenya ngomong program ini program itu, jadi mentri aja dipecat <FACE WITH TEARS OF JOY> mending liat yang udah ada hasil kerja ada deh #AhokDjarot"
445,negative,Ahok-Djarot,"Timses anies ngomongnya sok kayak motivator, udah ahok terbaik kok jadi gubernur. Liat hasil kerjanya aja deh #AhokDjarot"
446,negative,Ahok-Djarot,"pantes banyak polling dihapus, kalau yang menang polling #AhokDjarot pasti DIBESAR2KAN, ditayangkan 25x dalam sehari dimetrotivi <FACE WITH TEARS OF JOY> <FACE WITH TEARS OF JOY> <FACE WITH TEARS OF JOY>"
447,negative,Ahok-Djarot,"Buzzer #AhokDjarot galau, semua survei dan polling memenangkan #AniesSandi Invoice bakal tak dibayar nih!  <FACE WITH STUCK-OUT TOUNGES>"
448,negative,Ahok-Djarot,@aniesbaswedan omonganmu tidak cocok dengan fakta <Thumbs Down> <Thumbs Down>@MataNajwa @Metro_TV #pilkadaDKI #voteahok #badja  @nu_online #ahokdjarot #DKI
449,negative,Ahok-Djarot,"#AhokDjarot unggul dalam memainkan isu dan strategi. Apalagi dalam isu sara, serta matang dalam mengelola Strategi Musuh.  <FACE WITH STUCK-OUT TOUNGES>"
450,negative,Ahok-Djarot,nasi bungkus terdeteksi #ahokdjarot
451,positive,Ahok-Djarot,PDI-P perkuat kemenangan Ahok-Djarot #pilkadaDKI2017.
452,positive,Ahok-Djarot,Inilah pemenang #PilkadaDKI2017 yang sesungguhnya. Mereka harus mengalah agar Jakarta tidak pecah oleh politik sara yang brutal dari pihak
453,positive,Ahok-Djarot,Hujan Sembako dari Ahok-Djarot Jadi Sedekah bagi Anies-Sandi #PilkadaDKI2017
454,positive,Ahok-Djarot,"Dalam hitungan saya, pemenang sesungguhnya dalam #PilkadaDKI2017 adalah #AhokDjarot, tapi mereka harus mengalah untuk kepentingan nasional."
455,positive,Ahok-Djarot,terima kasih pak ahok  @basuki_btp #pilkadadki2017
456,positive,Ahok-Djarot,"Sempat terkejut karena Bapak Ahok kalah dalam versi Quick Count #pilkadadki2017. Tidak apa-apa, tetep keren terus ya pak! Tetap menginspiras"
457,positive,Ahok-Djarot,"Jadi serahkan semua takdir kehidupan kepada Tuhan, kita hanya menjalankan sebaik mungkin. Bukan begitu pak @basuki_btp #pilkadadki2017"
458,positive,Ahok-Djarot,Trimakasih pak @basuki_btp atas kinerja bapak degan pak djarot dalam memimpin dki. #pilkadadki2017
459,positive,Ahok-Djarot,"Melihat para @temanAhok, harapan itu kembali hidup. Mereka akan jadi ahok masa depan. Menyelamatkan NKRI dari tikus berdasi. #pilkadadki2017"
460,positive,Ahok-Djarot,Selamat istirahat pak @basuki_btp Setelah ronde panjang melawan penjahat Anda telah menang #pilkadajakarta #pilkadadki2017 #BasukiDjarot
461,positive,Ahok-Djarot,Kekuasaan itu Tuhan yang kasih Tuhan juga yang ambil. #TerimakasihPakAhok saya bangga memilih Pak Ahok #pilkadadki2017 #TerimaKasihAhok
462,positive,Ahok-Djarot,"Yang 1 itu selama kerja sudah terbukti, yang diomongin jadi kenyataan. Yang 1 nya jadi menteri aja dipecat apalagi ini? #pilkadadki2017"
463,positive,Ahok-Djarot,"Tidak apa-apa Ahok kalah, supaya sedikit aman. Coba Ahok menang, calo akhirat pada ribet teriak-teriak di monas. #PilkadaDKI #pilkadadki2017"
464,positive,Ahok-Djarot,Untuk bpk@basuki_btp terima kasih untuk perjuanganmu selama 5 tahun terakhir. Kami akan terus mendukungmu terbang lebih tinggi lagi.#pilkada
465,positive,Ahok-Djarot,Artis pendukung Ahok selamati rekannya pendukung Anies http://ow.ly/XvnN30aYrAS  #PilkadaDKI2017
466,positive,Ahok-Djarot,"Saatnya menerima gubernur baru. Terima kasih kepada gubernur lama. Sudahi perselisihan, mari bersatu untuk maju.#pilkadadki2017"
467,positive,Ahok-Djarot,Kepemimpinan bapak @ahok membuat saya bangga menjadi bagian dari pegawai pemerintah.Terimakasih pak @ahok #salam2Jari
468,positive,Ahok-Djarot,@ahok @djarot saya mendukungmu di pilkada ini dengan sepenuh hati. Semoga menang menang merdeka
469,positive,Ahok-Djarot,#pilkadadki2017 sangat mencintaimu pak @ahok. Menanglah dan lanjutkan
470,positive,Ahok-Djarot,#HasilC10 #Ba2ukiDjarot #pilkadadki2017 #MataRakyat #KawalPilkada @basuki_btp @AhokDjarot unggul di TPS 58 Duri Kosambi Cengkareng
471,positive,Ahok-Djarot,"Warga Pluit : Kami Pilih Ahok Karena Kerjanya, Bukan Satu Etnis. https://goo.gl/KVN4o5  #pilkadadki2017 #wargapluit @basuki_btp"
472,positive,Ahok-Djarot,Selesai untuk beberapa waktu. Kami tetap setia #pilkadadki2017 https://www.instagram.com/p/BTDXsnuDpP9/
473,positive,Ahok-Djarot,Usai Nyoblos Ahok Hanya Tersenyum. https://goo.gl/Ea1PNS  #pilkadadki2017 #ahok
474,positive,Ahok-Djarot,"Warga bekasi-tangerang-bogor-depok dihimbau agar mencoblos No.3,jangan (((No.2))) Dan bagi SEMUA warga DKI coblos (((No.2))) #PilkadaDki2017"
475,positive,Ahok-Djarot,Selamat Pagi Salam 2 Jari untuk #pilkadadki2017 #pilkadajakarta
476,positive,Ahok-Djarot,"Mari kita berdoa, agar mereka semua dengan hati yang bersih coblos paslon no 2 . Berdoa dimulai... #pilkadadki2017"
477,positive,Ahok-Djarot,"Meski Saya warga Sultra, tetapi Saya dukung Ahok Djarot Untuk Gub.DKI Jakarta #pilkadadki2017 #pilkadajakarta #ahokmenang #ahok"
478,positive,Ahok-Djarot,"Apa yang dicari.? Pilih gubernur, yang bisa mimpin jakarta. Bukan yang hanya omong kosong #BesokGuaAhok #pilkadadki2017 #PastikanBesokDua"
479,positive,Ahok-Djarot,satu orang pemimpin yang tahu bagaimana cara memimpin adalah lebih baik dari pada seribu orang yang belajar kepemimpinan #pilkadadki2017
480,positive,Ahok-Djarot,#PilkadaDKI2017 KH Said Aqil Sebut #Ahok-Djarot Sejalan dengan NU
481,positive,Ahok-Djarot,Kita Butuh Pemimpin BERMUTU Bukan Sebatas penjaja KARTU di #pilkadadki2017 Nanti Semoga @AhokDjarot Sukses dan menang
482,positive,Ahok-Djarot,3 hari lagi menuju #pilkadadki2017 .dari provinsi jambi aku turut mengAMINkan tuit ini moga pak purnama @basuki_btp Dan pak hidayat terpilih
483,positive,Ahok-Djarot,Iwan Fals saja pilih Ahok Djarot..tahu kan konsistennya Iwan Fals melawan korupsi ? #pilkadadki2017 @Takviri
484,positive,Ahok-Djarot,Tanggal 19 pilih dengan hati nurani ya #pilkadadki2017 #BaDjaUntukJakarta
485,positive,Ahok-Djarot,#1000Lilin #rizieqpulang #LilinUntukAhok #ahok #AhokDjarot andai saja ini bisa di contoh untuk seluruh indonesia
486,positive,Ahok-Djarot,Bener banget! Cuma yang nonton concert Coldplay aja yang ngerti #AhokDjarot
487,positive,Ahok-Djarot,"Pelajaran Kesabaran dari ""The Invisible"" Djarot http://kom.ps/AFwLJ5  #AhokSelaluDihati #badja #AhokDjarot #AhokMartir"
488,positive,Ahok-Djarot,Apa pendapat anda tentang pak ahok? â€” Pemimpin hebat yang Tuhan utus utk Indonesia #gueahok #ahokdjarot #saveahok http://l.ask.fm/igoto
489,positive,Ahok-Djarot,gantungan kunci ahok berbagai model https://www.tokopedia.com/ #ahokfree #AhokIsHope #AhokDjarot #BasukiTjahajaPurnama #BTP #AhokTakBersalah
490,positive,Ahok-Djarot,#freeahok #saveahok #ahokfornobel2017 #ahokdjarot #ahoklovers #ahokbtp #ahok https://www.instagram.com/p/BUBE8R_BJnj/
491,positive,Ahok-Djarot,"Introspeksi diri #saveahok #ripjustice #basukibtp #ahokdjarot #indonesia @Bogor, Indonesia https://www.instagram.com/p/BUA2fQxlDza/"
492,positive,Ahok-Djarot,Ternyata mencari pemimpin yang dicintai itu tidak gampang.MSP. #AhokDjarot #AhokForNobel #silake5
493,positive,Ahok-Djarot,Djarot Ucapkan Terima Kasih Atas SYUKURAN AHOK DIPENJARA http://ow.ly/W7im30bFdmB  #ahok #ahokdjarot
494,positive,Ahok-Djarot,Kami mencintaimu Ahok and Djarot! #Ahok #SaveAhok #ahokdjarot
495,positive,Ahok-Djarot,"Doaku Menyertai (Jakarta, May 2017) basukibtp @ahokdjarot #storyofthestreet #ahok #ahokdjarotâ€¦ https://www.instagram.com/p/BT8t9c9jQlx/"
496,positive,Ahok-Djarot,1000 Lilin untuk pak Ahok #saveahok #ahokers #ahokdjarotâ€¦ https://www.instagram.com/p/BT6m67jFgW4IhB_AXM414EpDGHX3BA4-_8lc5w0/ â€¦
497,positive,Ahok-Djarot,#Ahok #ahokhebat #AhokDjarot #AhokTakBersalah #RIPJUSTICEINDONESIA #politikkotor
498,positive,Ahok-Djarot,"Mas @addiems , keren banget... Selamat berjuang, NKRI harga mati #SaveAhok #AhokDjarot #RIPJUSTICEINDONESIA"
499,positive,Ahok-Djarot,Tugu proklamasi dibawah sinar bulan purnama #ahok #AhokDjarot #ahokfree
500,positive,Ahok-Djarot,Dari NTT untuk Bapak Ahok basukibtp #saveahok #ahok #ahokdjarotâ€¦ https://www.instagram.com/p/BT6vCAkD2Odn28TQ0-1W-3a6HiqagNqDh_2T7g0/ â€¦
501,positive,Ahok-Djarot,Manado 1000 lilin #AhokDjarot #Hukum_yang_telah_mati #NKRI harga mati
502,positive,Ahok-Djarot,1000 lilin untuk Ahok dari Manado @ManadoKota @temanAhok @basuki_btp @digembok #AhokDjarot #RipJustice #RIPHukum #Manado #saveNKRI
503,positive,Ahok-Djarot,pak @WagubDKI dan @basuki_btp itu adalah 2 sosok Band of Brothers di kehidupan nyata #DemiAhok #AhokDjarot
504,positive,Ahok-Djarot,Sejuta Lilin demi Keadilan #AhokDjarot #lawinforcement #justice #JakartauntukSemua #IndonesiaRaya https://www.instagram.com/p/BT6ioErhYdo/
505,positive,Ahok-Djarot,"semoga #AhokDjarot bisa menyelesaikan tugas negaranya sampe oktober pas pelantikan gubernur baru, supaya APBN saat ini tidak diganggu2 amin"
506,positive,Ahok-Djarot,SALAM SUJUD DAN HORMAT SAYA PADA PAK DJAROT KHABARNYA PENANGGUHAN TAHANAN AHOK DI SETUJUIN DAN MALAM INI PAK AHOK PULANG
507,positive,Ahok-Djarot,semoga selalu #tegar #AhokDjarot https://twitter.com/cpdmkrkm/status/862234789859868672
508,positive,Ahok-Djarot,Dukungan Doa dan Pemasangan sejuta Lilin untuk AHOK dari Manado Untuk Indonesia. #SaveAhok #AhokDjarot #RIPJusticeInIndonesia
509,positive,Ahok-Djarot,Manado untuk Pak @basuki_btp
510,positive,Ahok-Djarot,Rakyat Cinta NKRI Perjuangkan Keadilan #justice #lawinforcement #AhokDjarot #JakartauntukSemua @â€¦ https://www.instagram.com/p/BT6eQ61hZfW/
511,positive,Ahok-Djarot,Semangat ya pak Djarot.. Doa kami menyertaimu.. #Ahok #AhokDjarot #Djarot #RIPJusticeInIndonesia
512,positive,Ahok-Djarot,Bagi bangsa ini kami berdiri Dan membawa doa dalam kemenangan Tuhan atas Indonesia ini melalui pak #Ahok #AhokDjarot #IndonesiaBerkabung
513,positive,Ahok-Djarot,Suatu hari nanti orang-orang akan bercerita bahwa BATMAN DAN ROBBIN pernah melindungi jakarta !!#AhokDjarot
514,positive,Ahok-Djarot,Perbedaan mana yang kerja keras dan mana yang suka cari muka ! #Ahok #AhokDjarot #freeahok #AhokIsHope #RIPJUSTICEINDONESIA #riphukum
515,positive,Ahok-Djarot,Dukungan Doa dan Pemasangan Lilin untuk AHOK dari MANADO untuk Indonesia. #SaveAhok #AhokDjarot #AhokPresidenRIke8
516,positive,Ahok-Djarot,Jerih lelahmu memperjuangkan bangsa ini dari korupsi dan menegakkan kebenaran diperhitungkan oleh Tuhan pak. GBU #Ahok #AhokDjarot #freeahok
517,positive,Ahok-Djarot,Tuhan selalu bersama pak @basuki_btp dan keluarga.kami selalu bersama pak ahok #freeahok #Ahok #keadilan #AhokDjarot
518,positive,Ahok-Djarot,"Tetap semangat pak Djarot, Air matamu akan selalu terkenang, Air mata yang menandakan kecintaanmu untuk Indonesia #Djarot #ahok #ahokDjarot"
519,positive,Ahok-Djarot,doa kami untuk Jakarta.#AhokDjarot
520,positive,Ahok-Djarot,Paduan suara warga di balai kota #ahokdjarot
521,positive,Ahok-Djarot,Apakah ini bukan suatu sejarah? #IndonesiaBersih #AhokDjarot
522,positive,Ahok-Djarot,DEMAM Karangan Bunga Dukung Ahok-Djarot Menjalar hingga Siantar
523,positive,Ahok-Djarot,Tidak ada pemimpin di Indonesia Sebaik jujur tegas dan kerja nyata Ahok Djarod is the Best #AhokDjarot
524,positive,Ahok-Djarot,"Integrasi rusun, pasar dan bioskop rakyat semasa #AhokDjarot yang ditunggu kelanjutannya dibawah gubernur baru"
525,positive,Ahok-Djarot,Hampir tengah malam kami sekeluarga lewat balai kota karena anak mau lihat bunga. Ternyata sampai monas! #AhokDjarot
526,positive,Ahok-Djarot,Ribuan Bunga untuk #AhokDjarot #AhokDicintaiRakyat #Jakarta
527,positive,Ahok-Djarot,"#AhokDjarot selalu dihati #BuniYani masuk bui #Anies pecatan menteri, bloon"
528,positive,Ahok-Djarot,Indonesia harum bunga #AhokDjarot ungkapan seribu bahasa Cinta
529,positive,Ahok-Djarot,Jelas yaaaa.... #bunga bukan abal2... #badja #AhokDjarot #jakarta @ Kantor Balai Kota Jakarta https://www.instagram.com/p/BTgm0rKl2dY/
530,positive,Ahok-Djarot,ke balaikota DKI Jakarta dan kehabisan kata-kata.. #AhokDjarot
531,positive,Ahok-Djarot,Bukan hanya di jakarta saja tapi di medan juga #AhokDjarot #AhokDicintaiRakyat #AhokShow #FadliZon #Jakarta
532,positive,Ahok-Djarot,Karangan bunga untuk ahok Dari kota kecil yang indah.... #Ajibarang #Basuki_btp #Jakarta #Ahok #AhokDjarot #DKIJakarta
533,positive,Ahok-Djarot,"Pemenang sejati adalah pemenang hati Rakyat. Udah kalah masih bisa datangkan rejeki buat tukang bunga,Pak #AhokDjarot #AhokDicintaiRakyat"
534,positive,Ahok-Djarot,"@basuki_btp dan djarot semangat & sehat2 terus. Semoga diakhir masa jabatan ini, masyarakat DKI sadar akan pemimpin sebenarnya. #ahokdjarot"
535,positive,Ahok-Djarot,Betul sekali itu abang yang keren Tuhan berkati #AhokDjarot dan berkati juga abang
536,positive,Ahok-Djarot,"Balaikota masih rame, kiriman bunga pun masih terus mengalir untuk #ahok dan #djarot #badja #ahokdjarot"
537,positive,Ahok-Djarot,Hari ini wisata ke balai kota. Mumpung gubernurnya masih pak ahok. Riang gembira dan gratis. Penuhnya luar biasa. #balaikotadki #AhokDjarot
538,positive,Ahok-Djarot,Perlu IDE GILA #REDKARPET #LONGREDCARPET #LONGREDCARPETAhokDjarot #AhokDjarot
539,positive,Ahok-Djarot,"Allah bersama orang2 yang benar, subhanallah.. #DKIJakarta #AhokDjarot #PemProvAmanah #PemenangdiHatiRakyat #Piss"
540,positive,Ahok-Djarot,"Unik, Karangan bunga untuk Gubernur DKI Jakarta, Badja Viral di Medsos, ini salah satunya ... #POLEMIKPaluHakim #DKIJakarta #AhokDjarot"
541,positive,Ahok-Djarot,Tuhan Memberkati #AhokDjarot
